,open,high,low,close,volume,pre_close,p_change,date,date_week,key,atr21,atr14
2017-12-08,314.6,316.98,311.26,315.13,3468458,311.24,1.25,20171208,4,227,10.462180637450253,10.12118108240938
2017-12-11,314.63,329.01,313.75,328.91,7937981,315.13,4.373,20171211,0,228,11.126527852448028,11.141023604754793
2017-12-12,330.45,341.44,330.03,341.03,8733199,328.91,3.685,20171212,1,229,12.506843502642019,13.163553790787489
2017-12-13,340.93,344.22,336.5,339.03,6221461,341.03,-0.586,20171213,2,230,12.761675911562648,13.449746618682484
2017-12-14,341.01,347.44,336.9,337.89,5799916,339.03,-0.336,20171214,3,231,12.559705374097494,13.061780402858155
2017-12-15,342.04,343.9,335.76,343.45,6933199,337.89,1.646,20171215,4,232,12.157913976361167,12.405543015810396
2017-12-18,344.9,346.73,337.58,338.87,5476166,343.45,-1.334,20171218,0,233,11.884467251181066,11.971470613702348
2017-12-19,340.26,341.49,330.3,331.1,6824971,338.87,-2.293,20171219,1,234,11.999515682913438,12.128607865208705
2017-12-20,332.69,333.1,325.04,328.98,5953800,331.1,-0.64,20171220,2,235,12.165923348131471,12.355460149847541
2017-12-21,329.59,333.74,327.21,331.66,4385222,328.98,0.815,20171221,3,236,11.653566680040178,11.578732129867872
2017-12-22,329.51,330.92,324.82,325.2,4215807,331.66,-1.9480000000000002,20171222,4,237,11.148696981783633,10.848234512552159
2017-12-26,323.83,323.94,316.58,317.29,4378413,325.2,-2.432,20171226,1,238,11.506088165303597,11.412469910878551
2017-12-27,316.0,317.68,310.75,311.64,4712111,317.29,-1.781,20171227,2,239,11.773716513943501,11.817473922761417
2017-12-28,311.75,315.82,309.54,315.36,4316347,311.64,1.194,20171228,3,240,11.407924103546316,11.275144066393235
2017-12-29,316.18,316.41,310.0,311.35,3777155,315.36,-1.272,20171229,4,241,10.953567366816602,10.62645819087414
2018-01-02,312.0,322.11,311.0,320.53,4352241,311.35,2.948,20180102,1,242,10.967788515289065,10.690930432090923
2018-01-03,321.0,325.25,315.55,317.25,4521527,320.53,-1.023,20180103,2,243,11.234353195738512,11.118806374478797
2018-01-04,312.87,318.55,305.68,314.62,9946304,317.25,-0.8290000000000001,20180104,3,244,11.563048359786027,11.61629885788162
2018-01-05,316.62,317.24,312.0,316.58,4591180,314.62,0.623,20180105,4,245,10.98913487249506,10.767459010164071
2018-01-08,316.0,337.02,315.5,336.41,9859435,316.58,6.263999999999999,20180108,0,246,12.026486247784709,12.318464475475517
2018-01-09,335.16,338.8,327.405,333.69,7146631,336.41,-0.809,20180109,1,247,12.95316931621821,13.638669212078778
2018-01-10,331.71,336.68,330.25,334.8,109366,333.69,0.33299999999999996,20180110,2,248,12.360153923805475,12.677513317134942
2018-01-11,335.24,344.81,333.26,337.95,6645484,334.8,0.941,20180111,3,249,12.286503567092582,12.527178208183617
2018-01-12,338.63,340.41,333.67,336.22,4825059,337.95,-0.512,20180112,4,250,11.782275970063605,11.75555444709247
2018-01-16,337.54,345.0,334.8,340.06,6474251,336.22,1.1420000000000001,20180116,1,251,11.63843270005249,11.54814718748014
2018-01-17,340.47,349.0,339.75,347.16,7103505,340.06,2.088,20180117,2,252,11.742211545505754,11.712394229149442
2018-01-18,345.67,352.3,343.74,344.57,5685845,347.16,-0.746,20180118,3,253,11.787465041370249,11.782741665262844
2018-01-19,345.0,350.59,342.6,350.02,4888303,344.57,1.5819999999999999,20180119,4,254,11.442240946690607,11.277042776561125
2018-01-22,349.4,357.83,349.2,351.56,6210360,350.02,0.44,20180122,0,255,11.607491769722907,11.541437073019624
2018-01-23,360.0,360.5,351.0,352.79,5465414,351.56,0.35,20180123,1,256,11.504992517927542,11.399912129950321
2018-01-24,354.58,354.75,343.52,345.89,5287478,352.79,-1.956,20180124,2,257,11.479993198115427,11.37725717929028
2018-01-25,348.27,349.2,336.4,337.64,6740303,345.89,-2.385,20180125,3,258,11.926357452840701,12.045622888718249
2018-01-26,341.5,344.0,335.71,342.85,4539356,337.64,1.5430000000000001,20180126,4,259,11.767597684397904,11.796873170222497
2018-01-29,339.85,350.85,338.28,349.53,4747149,342.85,1.9480000000000002,20180129,0,260,11.898725167636519,11.985290080859496
2018-01-30,345.14,348.27,342.17,345.82,4717700,349.53,-1.061,20180130,1,261,11.37156833420748,11.200584736744892
2018-01-31,347.51,356.19,345.19,354.31,6214069,345.82,2.455,20180131,2,262,11.337789394733633,11.173840105178906
2018-02-01,351.0,359.66,348.63,349.25,4197687,354.31,-1.4280000000000002,20180201,3,263,11.565263086124164,11.52932809115504
2018-02-02,348.44,351.95,340.51,343.75,3704836,349.25,-1.575,20180202,4,264,11.768420987387792,11.832084345667711
2018-02-05,337.97,344.47,333.0,333.13,4464147,343.75,-3.089,20180205,0,265,12.17583726126561,12.421139766245357
2018-02-06,325.21,336.22,323.5,333.97,5088438,333.13,0.252,20180206,1,266,12.909852055702528,13.46498779741265
2018-02-07,338.99,346.0,335.66,345.0,6969239,333.97,3.303,20180207,2,267,12.906229141547714,13.385656091090949
2018-02-08,343.31,348.62,314.6,315.23,10314573,345.0,-8.629,20180208,3,268,14.825662855966543,16.136901945612156
2018-02-09,319.93,320.98,294.76,310.42,12933721,315.23,-1.526,20180209,4,269,18.04514805090015,20.68398168619721
2018-02-12,316.06,316.22,306.25,314.87,189398,310.42,1.4340000000000002,20180212,0,270,17.311043682632054,19.255450794704252
2018-02-13,315.02,324.19,312.51,323.66,4560231,314.87,2.792,20180213,1,271,16.989130620572812,18.524057355410342
2018-02-14,320.84,326.17,318.52,322.31,3950743,323.66,-0.41700000000000004,20180214,2,272,16.471936927790875,17.5608497080223
2018-02-15,324.5,334.12,322.4,334.065,5912917,322.31,3.647,20180215,3,273,16.039942661626103,16.782069746952665
2018-02-16,332.5,343.12,331.64,335.49,5642637,334.065,0.42700000000000005,20180216,4,274,16.473584237843706,17.319127114025644
2018-02-20,334.47,340.84,331.5,334.77,4009435,335.49,-0.215,20180220,1,275,15.825076579855471,16.25524349882222
2018-02-21,336.03,339.69,333.17,333.3,3219649,334.77,-0.439,20180221,2,276,14.979160527138442,14.957211032312589
2018-02-22,335.53,347.44,334.75,346.17,6969808,333.3,3.861,20180222,3,277,14.771055024670662,14.654916228004245
2018-02-23,347.83,354.99,347.1,352.05,5817387,346.17,1.699,20180223,4,278,15.400050022429642,15.592927397603663
2018-02-26,353.5,359.0,352.355,357.42,4339985,352.05,1.525,20180226,0,279,15.166409111299062,15.224537077923157
2018-02-27,356.25,359.99,350.01,350.99,4797419,357.42,-1.7990000000000002,20180227,1,280,14.694917373907138,14.525265467533407
2018-02-28,352.57,355.24,342.22,343.06,6069658,350.99,-2.259,20180228,2,281,14.740833976279324,14.6152300718623
2018-03-01,345.01,348.67,330.07,330.93,6885601,343.06,-3.536,20180301,3,282,15.302576342073198,15.455866062280661
2018-03-02,326.98,335.22,322.97,335.12,5092829,330.93,1.266,20180302,4,283,15.73779667461276,16.073750587309902
2018-03-05,332.39,337.75,329.29,333.35,3823769,335.12,-0.528,20180305,0,284,15.076178795101452,15.058583842335246
2018-03-06,333.75,336.37,327.03,328.2,4285744,333.35,-1.545,20180306,1,285,14.554707995546021,14.296105996690551
2018-03-07,325.44,332.5,321.74,332.3,5007297,328.2,1.249,20180307,2,286,14.28700726867785,13.937958530465147
2018-03-08,332.86,333.3,326.27,329.1,3566244,332.3,-0.963,20180308,3,287,13.627279335160894,13.016897393069799
2018-03-09,324.1,328.49,322.37,327.17,5506764,329.1,-0.586,20180309,4,288,13.29116303196409,12.605311073993834
2018-03-12,328.78,342.0,326.61,341.84,196975,327.17,4.484,20180312,0,289,13.481966392694813,12.976602930794655
2018-03-13,344.92,345.12,336.26,341.84,5965805,341.84,0.0,20180313,1,290,13.88815126608655,13.639722540022017
2018-03-14,336.76,339.81,323.93,326.63,7967370,341.84,-4.449,20180314,2,291,14.253773878260798,14.209092868019077
2018-03-15,329.38,332.85,321.1,325.6,6564801,326.63,-0.315,20180315,3,292,14.843430798419337,15.079880485616519
2018-03-16,325.96,327.4,319.07,321.35,6117279,325.6,-1.305,20180316,4,293,14.251300725835359,14.179896420867646
2018-03-19,316.61,320.69,310.0,311.54,288308,321.35,-3.053,20180319,0,294,14.373909750759495,14.369243564751963
2018-03-20,314.87,316.25,308.76,310.55,4764293,311.54,-0.318,20180320,1,295,14.211736137054002,14.132011089451714
2018-03-21,310.19,322.37,310.19,321.73,214907,310.55,3.6,20180321,2,296,14.027032851867183,13.871742944191487
2018-03-22,313.89,318.82,308.18,309.1,4939771,321.73,-3.926,20180322,3,297,13.71912077442457,13.440843884965954
2018-03-23,311.25,311.61,300.45,301.54,6654899,309.1,-2.4459999999999997,20180323,4,298,14.40647343129536,14.486064700303839
2018-03-26,307.34,307.59,291.36,304.18,8375175,301.54,0.8759999999999999,20180326,0,299,14.709521301177716,14.919922740263328
2018-03-27,304.0,304.27,277.18,279.18,13872029,304.18,-8.219,20180327,1,300,15.835019364707405,16.542599708228213
2018-03-28,264.58,268.68,252.1,257.78,21001437,279.18,-7.665,20180328,2,301,19.130017604280514,21.280919747131136
2018-03-29,256.49,270.96,248.21,266.13,15170749,257.78,3.239,20180329,3,302,20.20637964025532,22.572797114180318
2018-04-02,256.26,260.33,244.59,252.48,16113968,266.13,-5.129,20180402,0,303,19.80034512750473,21.661757498956273
2018-04-03,269.82,273.35,254.49,267.53,18844384,252.48,5.961,20180403,1,304,19.714859206822464,21.288189832428774
2018-04-04,252.78,288.37,252.0,286.94,19896746,267.53,7.255,20180404,2,305,21.228962915293476,23.299097854771606
2018-04-05,289.67,305.96,289.25,304.25,1018347,286.94,6.0329999999999995,20180405,3,306,22.79269355935801,25.316551474135395
2018-04-06,301.0,309.28,295.5,299.3,13520286,304.25,-1.6269999999999998,20180406,4,307,22.751539599416365,24.919677944250672
2018-04-09,300.37,309.5,289.21,289.66,10249805,299.3,-3.221,20180409,0,308,22.527763272196662,24.30238755168392
2018-04-10,298.97,307.1,293.68,304.7,11024259,289.66,5.192,20180410,1,309,21.699784792905934,22.851402544792734
2018-04-11,300.12,308.93,299.84,301.16,301428,304.7,-1.162,20180411,2,310,21.47889526627809,22.373882205487032
2018-04-12,302.32,303.95,293.68,294.08,7608769,301.16,-2.351,20180412,3,311,20.52808660570724,20.860031244755433
2018-04-13,303.6,303.95,295.98,300.34,7327223,294.08,2.129,20180413,4,312,19.386442368824635,19.141360412121372
2018-04-16,299.0,299.66,289.01,291.21,6338488,300.34,-3.04,20180416,0,313,18.592220335295046,18.009179023838527
2018-04-17,288.01,292.09,282.62,287.64,252873,291.21,-1.226,20180417,1,314,18.512927577540946,17.97062182066006
2018-04-18,291.46,300.21,288.37,293.42,264575,287.64,2.009,20180418,2,315,17.906297797764445,17.153205577905382
2018-04-19,291.08,301.01,288.55,300.08,6090599,293.42,2.27,20180419,3,316,17.49390708887674,16.648778167517996
2018-04-20,295.3,299.95,291.35,292.43,191888,300.08,-2.549,20180420,4,317,16.685370080796975,15.575607745182259
2018-04-23,291.29,291.62,282.33,283.37,4893378,292.43,-3.0980000000000003,20180423,0,318,16.782154618906347,15.86552671249129
2018-04-24,285.0,287.09,278.46,283.46,5685308,283.37,0.032,20180424,1,319,16.526504199005757,15.612789817492455
2018-04-25,283.5,285.16,277.25,280.69,4013574,283.46,-0.977,20180425,2,320,15.74318563545974,14.585751175160132
2018-04-26,278.98,284.93,276.71,284.08,163094,280.69,1.208,20180426,3,321,15.059259668599733,13.736984351805452
2018-04-27,285.17,292.22,284.0,291.9,160877,284.08,2.753,20180427,4,322,14.738417880545194,13.442719771564722
2018-04-30,293.61,298.73,292.5,293.9,4228172,291.9,0.685,20180430,0,323,14.73037989140472,13.603690468689424
2018-05-01,295.38,298.44,293.22,295.74,121717,293.9,0.626,20180501,1,324,13.985799901276993,12.66186507286417
2018-05-02,298.57,306.85,297.78,301.15,8970370,295.74,1.829,20180502,2,325,13.891636273888171,12.700283063148946
2018-05-03,278.79,288.04,275.23,284.45,17352130,301.15,-5.545,20180503,3,326,14.493305703534721,13.741578654729095
2018-05-04,283.0,296.86,279.52,294.09,8569354,284.45,3.389,20180504,4,327,15.142096094122492,14.79336816743188
2018-05-07,297.5,305.959,295.17,302.77,8678224,294.09,2.951,20180507,0,328,15.720905540111366,15.688785745107625
2018-05-08,300.795,307.75,299.0,301.97,5930000,302.77,-0.264,20180508,1,329,15.533550491010324,15.418280979093272
2018-05-09,300.41,307.01,300.05,306.85,5727365,301.97,1.6159999999999999,20180509,2,330,14.754136810009367,14.290510181880832
2018-05-10,307.5,312.99,304.11,305.02,5651561,306.85,-0.596,20180510,3,331,14.414669827281235,13.854442157630052
2018-05-11,307.7,308.88,299.08,301.06,4679649,305.02,-1.298,20180511,4,332,13.99515438843748,13.313849869946047
2018-05-14,303.32,304.94,291.62,291.97,7286804,301.06,-3.0189999999999997,20180514,0,333,13.941049444034071,13.325336553953237
2018-05-15,285.01,286.96,280.5,284.18,9519173,291.97,-2.668,20180515,1,334,14.54277222184917,14.28995834675948
2018-05-16,283.83,288.81,281.56,286.48,5674019,284.18,0.809,20180516,2,335,14.167065656226516,13.772630567191554
2018-05-17,285.9,289.187,283.97,284.54,4420612,286.48,-0.677,20180517,3,336,13.353423323842275,12.631879824899343
2018-05-18,284.65,284.65,274.0,276.82,7251887,284.54,-2.713,20180518,4,337,13.274021203492984,12.611629181579442
2018-05-21,281.33,291.49,281.3,284.49,9182571,276.82,2.7710000000000004,20180521,0,338,12.993655639539073,12.288745290702183
2018-05-22,287.76,288.0,273.42,275.01,8939034,284.49,-3.332,20180522,1,339,13.13786876321734,12.594245918608557
2018-05-23,277.76,279.91,274.0,279.07,5985053,275.01,1.476,20180523,2,340,12.897153421106676,12.313679796127424
2018-05-24,278.4,281.11,274.89,277.85,4176708,279.07,-0.43700000000000006,20180524,3,341,12.29013947373334,11.50118915664377
2018-05-25,277.625,279.64,275.61,278.85,3875082,277.85,0.36,20180525,4,342,11.539217703393938,10.505030602424597
2018-05-29,278.51,286.5,276.15,283.76,5666640,278.85,1.761,20180529,1,343,11.4311070030854,10.484359855434652
2018-05-30,283.29,295.005,281.6,291.72,7489686,283.76,2.805,20180530,2,344,11.860551820986721,11.240445208043354
2018-05-31,287.21,290.37,282.93,284.73,5919721,291.72,-2.396,20180531,3,345,11.45868347362429,10.73371918030424
2018-06-01,285.86,291.95,283.839,291.82,5424386,284.73,2.49,20180601,4,346,11.154348612385716,10.384023289597007
2018-06-04,294.34,299.0,293.548,296.74,4797810,291.82,1.686,20180604,0,347,11.437589647623378,10.902153517650737
2018-06-05,297.61,297.68,286.8,291.09,251916,296.74,-1.9040000000000001,20180605,1,348,11.386899679657617,10.899199715297305
2018-06-06,300.5,322.17,297.48,319.5,18767269,291.09,9.76,20180606,2,349,12.66354516332511,12.836639753257666
2018-06-07,316.15,330.0,313.58,316.09,14345271,319.5,-1.067,20180607,3,350,15.049586512113741,16.31308778615664
2018-06-08,319.0,324.48,317.15,317.66,8205202,316.09,0.49700000000000005,20180608,4,351,14.347805920103404,15.115342748002426
2018-06-11,322.51,334.66,322.5,332.1,13183473,317.66,4.546,20180611,0,352,14.731641745548549,15.575963714935435
2018-06-12,344.7,354.97,338.0,342.77,22347403,332.1,3.213,20180612,1,353,16.784219768680494,18.473835219610695
2018-06-13,346.70599999999996,347.2,339.8,344.78,9469804,342.77,0.586,20180613,2,354,16.631108880618626,18.023990523662597
2018-06-14,348.0,358.64,346.63,357.58,470988,344.78,3.713,20180614,3,355,16.561917164198736,17.73679178717423
2018-06-15,353.84,364.67,351.25,358.17,10848254,357.58,0.165,20180615,4,356,16.864470149271572,18.02388621555099
2018-06-18,355.4,373.73,354.5,370.83,12073226,358.17,3.535,20180618,0,357,17.079518317519614,18.18470138681086
2018-06-19,365.16,370.0,346.25,352.55,12761903,370.83,-4.928999999999999,20180619,1,358,17.68592574319965,18.926741201902747
2018-06-20,358.04,364.38,352.0,362.22,8383656,352.55,2.7430000000000003,20180620,2,359,17.78993249381787,18.913842374982387
2018-06-21,361.81,366.0,346.36,347.0,314360,362.22,-4.202,20180621,3,360,17.958120448925335,19.010663391651402
2018-06-22,351.54,352.25,332.0,333.63,10266059,347.0,-3.853,20180622,4,361,19.072836771750314,20.50524160609789
2018-06-25,330.12,338.47,327.5,333.01,6931304,333.63,-0.18600000000000003,20180625,0,362,19.11166979250029,20.37120939195151
2018-06-26,336.05,343.55,325.79900000000004,342.0,7452487,333.01,2.7,20180626,1,363,18.987972538636622,20.021848139691304
2018-06-27,345.0,350.79,339.5,344.5,8333727,342.0,0.731,20180627,2,364,18.878156853306013,19.72293505439912
2018-06-28,348.66,357.02,346.11,349.93,8398005,344.5,1.5759999999999998,20180628,3,365,18.527415321187274,19.095877047145883
2018-06-29,353.33,353.86,342.41,342.95,6492396,349.93,-1.995,20180629,4,366,17.884013928352065,18.076426774193095
2018-07-02,360.07,364.78,329.85,335.07,18759765,342.95,-2.298,20180702,0,367,19.4336490257746,20.323569870967344
2018-07-03,331.72,332.16,310.0,310.5,432958,335.07,-7.332999999999999,20180703,1,368,20.66240820524964,22.007093888171706
2018-07-05,313.76,314.39,296.22,309.16,17476374,310.5,-0.43200000000000005,20180705,3,369,22.315825641136033,24.25281470308214
2018-07-06,304.95,312.07,302.0,308.9,8865451,309.16,-0.084,20180706,4,370,21.202568764669117,22.36177274267119
2018-07-09,311.99,318.52,308.0,318.51,7596753,308.9,3.111,20180709,0,371,20.231426149699193,20.78286971031503
2018-07-10,324.56,327.677,319.2,322.47,9471498,318.51,1.2429999999999999,20180710,1,372,20.09920559063563,20.515420415606364
2018-07-11,315.8,321.94,315.07,318.96,4884076,322.47,-1.088,20180711,2,373,18.896550536941483,18.696031026858847
2018-07-12,321.43,323.23,312.77,316.71,5721166,318.96,-0.705,20180712,3,374,18.12959139721953,17.597893556611005
2018-07-13,315.58,319.585,309.25,318.87,5875770,316.71,0.682,20180713,4,375,17.42099217929048,16.62950774906287
2018-07-16,311.71,315.16,306.25,310.1,7818655,318.87,-2.75,20180716,0,376,16.788174708445894,15.806906715854494
2018-07-17,308.81,324.74,308.5,322.69,6996232,310.1,4.06,20180717,1,377,16.738340644041724,15.864652487073895
2018-07-18,325.0,325.5,316.25,323.85,5624211,322.69,0.359,20180718,2,378,16.616673312765194,15.802698822130699
2018-07-19,316.33,323.54,314.01,320.23,5915345,323.85,-1.1179999999999999,20180719,3,379,15.972430284331995,14.966338979179943
2018-07-20,321.23,323.24,311.709,313.58,5166547,320.23,-2.077,20180720,4,380,15.62411844030182,14.589627115289295
2018-07-23,301.84,305.5,292.86,303.2,10992947,313.58,-3.31,20180723,0,381,16.691925854819843,16.293676833250732
2018-07-24,304.42,307.717,292.545,297.43,9590784,303.2,-1.903,20180724,1,382,17.08675077710895,16.925853255483972
2018-07-25,296.74,309.62,294.5,308.74,7094180,297.43,3.803,20180725,2,383,16.90795525191723,16.685072821419443
2018-07-26,304.85,310.7,303.64,306.65,4630522,308.74,-0.677,20180726,3,384,16.57723204719748,16.229729778563513
2018-07-27,307.25,307.69,295.34,297.18,5703326,306.65,-3.088,20180727,4,385,16.288392770179527,15.85243247475505
2018-07-30,295.9,296.1,286.13,290.17,6814072,297.18,-2.359,20180730,0,386,16.67308433652684,16.474774811454374
2018-07-31,292.25,298.32,289.07,298.14,5076916,290.17,2.747,20180731,1,387,15.998258487751674,15.511471503260458
2018-08-01,297.99,303.0,293.0,300.84,10129430,298.14,0.9059999999999999,20180801,2,388,15.71023498886515,15.153941969492386
2018-08-02,328.44,349.99,323.16,349.54,23214962,300.84,16.188,20180802,3,389,18.99566817169559,20.046749706893397
2018-08-03,347.81,355.0,342.53,348.17,13656486,349.54,-0.392,20180803,4,390,22.192425610632355,24.59518307930761
2018-08-06,345.46,354.98,341.82,341.99,8564331,348.17,-1.775,20180806,0,391,21.371296009665777,23.0704920020666
2018-08-07,343.84,387.46,339.15,379.57,30875768,341.99,10.989,20180807,1,392,23.820269099696162,26.435759735124385
2018-08-08,369.09,382.64,367.12,370.34,24571163,379.57,-2.432,20180808,2,393,25.350244636087417,28.330991770441123
2018-08-09,365.55,367.01,345.73,352.45,17183811,370.34,-4.831,20180809,3,394,26.122040578261288,29.065526201048968
2018-08-10,354.0,360.0,346.0,355.49,11552044,352.45,0.863,20180810,4,395,25.960036889328446,28.43545604090911
2018-08-13,361.13,363.19,349.02,356.41,10463881,355.49,0.259,20180813,0,396,24.888215353934953,26.533395235454563
2018-08-14,358.45,359.199,347.1,347.64,6986427,356.41,-2.461,20180814,1,397,23.725559412668133,24.60880920406062
2018-08-15,341.906,344.49,332.14,338.69,9101258,347.64,-2.575,20180815,2,398,23.775054011516495,24.563634643519215
2018-08-16,339.91,342.28,333.82,335.45,6064033,338.69,-0.9570000000000001,20180816,3,399,22.870049101378637,23.131150024383327
2018-08-17,323.5,326.77,303.53,305.5,18958612,335.45,-8.927999999999999,20180817,4,400,23.987317364889677,24.734996687798894
2018-08-20,291.7,308.5,288.2,308.44,17402335,305.5,0.9620000000000001,20180820,0,401,26.10210669535425,27.736997129425706
2018-08-21,310.61,324.79,309.0,321.9,13172230,308.44,4.364,20180821,1,402,25.482824268503865,26.610730845502278
2018-08-22,320.87,323.88,314.67,321.64,5945955,321.9,-0.081,20180822,2,403,24.569840244094422,25.121300066101973
2018-08-23,319.14,327.32,318.1,320.1,5147286,321.64,-0.479,20180823,3,404,23.174400221904015,23.001126723955043
2018-08-24,320.7,323.85,319.4,322.82,3602564,320.1,0.85,20180824,4,405,21.472182019912744,20.527643160761045
2018-08-27,318.0,322.435,308.81,319.27,13079288,322.82,-1.1,20180827,0,406,20.758801836284313,19.60729073932624
2018-08-28,318.41,318.88,311.19,311.86,7649091,319.27,-2.3209999999999997,20180828,1,407,19.928910760258468,18.543651974082746
2018-08-29,310.27,311.85,303.69,305.01,7447392,311.86,-2.1959999999999997,20180829,2,408,19.533555236598605,18.14849837753838
2018-08-30,302.26,304.6,297.72,303.15,7216706,305.01,-0.61,20180830,3,409,19.043232033271458,17.614031927199928
2018-08-31,302.0,305.308,298.6,301.66,5375104,303.15,-0.49200000000000005,20180831,4,410,17.921847302974047,16.1598943369066
2018-09-04,296.94,298.19,288.0,288.95,8350469,301.66,-4.213,20180904,1,411,17.669861184521864,16.025241758652392
2018-09-05,285.05,286.78,277.18,280.74,7720821,288.95,-2.841,20180905,2,412,18.2889647132017,17.152542857498748
2018-09-06,284.8,291.17,278.88,280.95,7480760,280.74,0.075,20180906,3,413,17.743604284728818,16.50420380983225
2018-09-07,260.1,268.35,252.255,263.24,22491931,280.95,-6.303999999999999,20180907,4,414,18.72009480429893,18.10164330185463
2018-09-10,273.26,286.03,271.0,285.5,14283528,263.24,8.456,20180910,0,415,18.384631640271753,17.692090861607344
2018-09-11,279.47,282.0,273.55,279.44,9169989,285.5,-2.123,20180911,1,416,18.418756036610684,17.834478746726365
2018-09-12,281.44,292.5,278.64599999999996,290.54,10015427,279.44,3.972,20180912,2,417,18.003778215100628,17.303748247162854
2018-09-13,288.02,295.0,285.18,289.46,6340336,290.54,-0.37200000000000005,20180913,3,418,17.78161655918239,17.071248480874473
2018-09-14,288.76,297.32599999999996,286.52,295.2,6765612,289.46,1.983,20180914,4,419,17.147469599256716,16.235882016757873
2018-09-17,290.04,300.87,288.13,294.84,6887577,295.2,-0.122,20180917,0,420,16.746790544778833,15.769764414523491
2018-09-18,296.69,302.64,275.5,284.96,16547522,294.84,-3.3510000000000004,20180918,1,421,17.69162776798076,17.285795825920356
2018-09-19,280.51,300.0,280.5,299.02,8294917,284.96,4.934,20180919,2,422,17.85602524361887,17.581023049130977
2018-09-20,303.56,305.98,293.33,298.33,7349422,299.02,-0.231,20180920,3,423,18.14365931238079,18.039553309246845
2018-09-21,297.7,300.58,295.37,299.1,5050478,298.33,0.258,20180921,4,424,16.967872102164353,16.32894620134726
2018-09-24,298.48,302.999,293.58,299.68,4842961,299.1,0.19399999999999998,20180924,0,425,16.281611001967597,15.40762004116763
2018-09-25,300.0,304.6,296.5,300.99,4481729,299.68,0.43700000000000006,20180925,1,426,15.537828183606907,14.433270702345283
2018-09-26,301.91,313.89,301.10900000000004,309.58,7843216,300.99,2.8539999999999996,20180926,2,427,15.417116530551727,14.403501275365901
2018-09-27,312.9,314.96,306.91,307.52,8509084,309.58,-0.665,20180927,3,428,15.28556048231975,14.345701105317112
2018-09-28,270.26,278.0,260.555,264.77,33649694,307.52,-13.902000000000001,20180928,4,429,18.352782256654326,18.96960762460817
2018-10-01,305.77,311.44,301.05,310.7,21777597,264.77,17.347,20181001,0,430,17.62889296059484,17.82565994132708
2018-10-02,313.95,316.84,299.15,301.02,11743511,310.7,-3.116,20181002,1,431,20.759902691449856,22.391571949150133
2018-10-03,303.33,304.6,291.57,294.8,7994988,301.02,-2.066,20181003,2,432,20.611729719499873,21.956695689263455
2018-10-04,293.95,294.0,277.67,281.83,9814212,294.8,-4.4,20181004,3,433,20.86066338136352,22.142469597361657
2018-10-05,274.65,274.88,260.0,261.95,17944537,281.83,-7.053999999999999,20181005,4,434,22.127875801239572,23.830140317713443
2018-10-08,264.52,267.76,249.0,250.56,13472653,261.95,-4.348,20181008,0,435,23.10079618294507,25.03012160868499
2018-10-09,255.25,266.77,253.3,262.8,12060574,250.56,4.885,20181009,1,436,22.225269257222788,23.48877206086032
2018-10-10,264.61,265.51,247.77,256.88,12815278,262.8,-2.253,20181010,2,437,21.81751750656617,22.722269119412275
2018-10-11,257.53,262.25,249.03,252.23,8167738,256.88,-1.81,20181011,3,438,21.08592500596925,21.528633236823982
2018-10-12,261.0,261.99,252.01,258.78,7201404,252.23,2.597,20181012,4,439,20.076295459972048,19.98881547191412
2018-10-15,259.06,263.28,254.537,259.59,6199965,258.78,0.313,20181015,0,440,19.255723145429126,18.796973408992226
2018-10-16,265.7,277.375,262.24,276.59,9526401,259.59,6.5489999999999995,20181016,1,441,19.19565740493557,18.770043621126604
2018-10-17,281.62,281.68,266.18,271.89,327880,276.59,-1.699,20181017,2,442,19.458779459032332,19.21270447164305
2018-10-18,269.29,271.0,263.0,263.91,5421184,271.89,-2.935,20181018,3,443,18.92525405366576,18.463010542090647
2018-10-19,267.39,269.66,253.5,260.0,9375549,263.91,-1.482,20181019,4,444,18.8765945942416,18.45327580314522
2018-10-22,260.68,261.86,252.59,260.95,5600260,260.0,0.365,20181022,0,445,18.18963144931055,17.50217236272587
2018-10-23,263.87,297.93,262.1,294.14,19027753,260.95,12.719000000000001,20181023,1,446,19.98421040846414,20.22588271436242
2018-10-24,301.05,304.44,285.73,288.5,20058258,294.14,-1.9169999999999998,20181024,2,447,22.121100371331035,23.32776501911409
2018-10-25,317.6,320.99,301.01,309.29,774998,288.5,7.206,20181025,3,448,22.551000337573665,23.79739634989887
2018-10-26,308.25,339.9,306.65,330.9,27425520,309.29,6.987,20181026,4,449,25.173636670521514,27.477743503245687
2018-10-29,337.47,347.16,326.5,334.85,14486027,330.9,1.194,20181029,0,450,26.32785151865592,28.863377702812922
2018-10-30,328.39,337.9,322.26,329.9,9126704,334.85,-1.4780000000000002,20181030,1,451,25.356228653323562,27.1002606757712
2018-10-31,332.54,342.0,329.1,337.32,7624348,329.9,2.249,20181031,2,452,24.223844230294144,25.20689258566837
2018-11-01,338.26,347.84,334.725,344.28,8000132,337.32,2.063,20181101,3,453,23.652585663903753,24.237973574245903
2018-11-02,343.74,349.2,340.91,346.41,7807971,344.28,0.619,20181102,4,454,22.582350603548853,22.590243764346436
2018-11-05,343.74,349.2,340.91,346.41,7807971,346.41,0.0,20181105,0,455,21.283046003226225,20.683544595766904
2018-11-06,340.5,343.955,330.14,341.4,7831048,346.41,-1.446,20181106,1,456,20.82731454838749,20.095071982998004
